item_id,category,severity,path,hit_type,owner_organ,blocks_optimization_phase,blocks_next_micro_pilot,evidence
LBL-0050,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ADMINISTRATUM/REPORTS/TASK-NEWGEN-FIVE-ORGAN-ALIGNMENT-CHECK-VM3-V0_1/five_organ_alignment_matrix.json,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,True,False,count=1; signatures=CYRILLIC_RE; lines=129
LBL-0051,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/EVIDENCE_BOUNDARY.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0052,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/GHOST_EVOLVE_STAGE2_2_LEARNING_BACKLOG.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0053,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/GHOST_EVOLVE_STAGE2_2_LEARNING_BACKLOG.md,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0054,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/IMPERIUM_QUESTION_PASS.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0055,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/NEXT_PIPELINE_HANDOFF.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0056,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/cap_dirty_worktree_closure_receipt.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0057,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/capability_split_receipt.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0058,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/commit_push_receipt.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0059,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/dirty_cleanup_before_after_report.md,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0060,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/dirty_path_action_receipts.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0061,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/dirty_worktree_classification_matrix.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0062,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/dirty_worktree_classification_matrix.md,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0063,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/dirty_worktree_enumeration.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0064,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/efficiency_delta_receipt.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0065,ALLOWED_RUNTIME_OWNER_OUTPUT,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/final_owner_summary_ru.md,UTF8_BOM,ADMINISTRATUM,False,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0066,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/ghost_evolve_entry_ack.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0067,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/hard_red_team_verdict.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0068,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/repo_truth_probe.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0069,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/REPORTS/TASK-NEWGEN-ASTRONOMICON-TASKPACK-INTAKE-REGISTRY-RESOLVER-TUI-FORM-PC-V0_1/current_expected_task_registration_receipt.json,CYRILLIC_IN_CANONICAL_ARTIFACT,ASTRONOMICON,True,False,count=1; signatures=CYRILLIC_RE; lines=9
LBL-0070,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/REPORTS/TASK-NEWGEN-ASTRONOMICON-TASKPACK-INTAKE-REGISTRY-RESOLVER-TUI-FORM-PC-V0_1/tui_resolve_current.txt,REPLACEMENT_CHARACTER,ASTRONOMICON,True,False,count=1; signatures=REPLACEMENT_UFFFD; lines=76
LBL-0071,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/REPORTS/TASK-NEWGEN-ASTRONOMICON-TASKPACK-INTAKE-REGISTRY-RESOLVER-TUI-FORM-PC-V0_1/tui_show_current.txt,REPLACEMENT_CHARACTER,ASTRONOMICON,True,False,count=1; signatures=REPLACEMENT_UFFFD; lines=8
LBL-0072,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-ASTRONOMICON-RESOLVER-HARDENING-REAL-USE-PILOT-PREFLIGHT-MATURITY-MATRIX-SEED-PC-V0_1/EXTRACTED/TASKPACK_NEWGEN_ASTRONOMICON_RESOLVER_HARDENING_REAL_USE_PILOT_PREFLIGHT_MATURITY_MATRIX_SEED_PC_V0_1/INPUT_REVIEW_ARTIFACTS/INQUISITOR_COMMIT_MATRIX_REVIEW_AA11980_STAGE2_20260531_0015(1).zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0073,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-ASTRONOMICON-RESOLVER-HARDENING-REAL-USE-PILOT-PREFLIGHT-MATURITY-MATRIX-SEED-PC-V0_1/EXTRACTED/TASKPACK_NEWGEN_ASTRONOMICON_RESOLVER_HARDENING_REAL_USE_PILOT_PREFLIGHT_MATURITY_MATRIX_SEED_PC_V0_1/INPUT_REVIEW_ARTIFACTS/SPECULUM_TECHNICAL_REDTEAM_REVIEW_5241843_20260530_2330.zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0074,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-ASTRONOMICON-RESOLVER-HARDENING-REAL-USE-PILOT-PREFLIGHT-MATURITY-MATRIX-SEED-PC-V0_1/TASKPACK.zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0075,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-ASTRONOMICON-TASKPACK-INTAKE-REGISTRY-RESOLVER-TUI-FORM-PC-V0_1/EXTRACTED/TASKPACK_NEWGEN_ASTRONOMICON_TASKPACK_INTAKE_REGISTRY_RESOLVER_TUI_FORM_PC_V0_1/INPUT_REVIEW_ARTIFACTS/INQUISITOR_COMMIT_MATRIX_REVIEW_F10C550_20260530_2305(1).zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0076,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-ASTRONOMICON-TASKPACK-INTAKE-REGISTRY-RESOLVER-TUI-FORM-PC-V0_1/EXTRACTED/TASKPACK_NEWGEN_ASTRONOMICON_TASKPACK_INTAKE_REGISTRY_RESOLVER_TUI_FORM_PC_V0_1/INPUT_REVIEW_ARTIFACTS/SPECULUM_TECHNICAL_REDTEAM_REVIEW_f10c550_20260530_2252.zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0077,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-ASTRONOMICON-TASKPACK-INTAKE-REGISTRY-RESOLVER-TUI-FORM-PC-V0_1/EXTRACTED/TASKPACK_NEWGEN_ASTRONOMICON_TASKPACK_INTAKE_REGISTRY_RESOLVER_TUI_FORM_PC_V0_1/TEMPLATES/current_expected_task_template.json,TASKPACK_ROOT_CYRILLIC,ASTRONOMICON,True,False,count=1; signatures=CYRILLIC_RE; lines=6
LBL-0078,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-ASTRONOMICON-TASKPACK-INTAKE-REGISTRY-RESOLVER-TUI-FORM-PC-V0_1/TASKPACK.zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0079,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-LANGUAGE-AUTHORITY-AND-MOJIBAKE-FILTER-SPINOFF-PC-V0_1/TASKPACK.zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0080,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-LANGUAGE-GATE-INDEPENDENT-REPLAY-STRICT-SCOPE-LEGACY-BACKLOG-RETENTION-POLICY-PC-V0_1/TASKPACK.zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0081,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-STAGE3-ASTRONOMICON-BOOTSTRAP-HARDENING-UTF8-PREFLIGHT-PC-V0_1/EXTRACTED/INPUT_REVIEW_ARTIFACTS/INQUISITOR_COMMIT_MATRIX_REVIEW_9B421CA_STAGE3_20260531_0345(1).zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0082,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-STAGE3-ASTRONOMICON-BOOTSTRAP-HARDENING-UTF8-PREFLIGHT-PC-V0_1/EXTRACTED/INPUT_REVIEW_ARTIFACTS/SPECULUM_TECHNICAL_REDTEAM_REVIEW_9b421ca_20260531_0125.zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0083,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-STAGE3-ASTRONOMICON-BOOTSTRAP-HARDENING-UTF8-PREFLIGHT-PC-V0_1/TASKPACK.zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0084,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-STAGE3-FIRST-REAL-USE-GHOST-EVOLVE-MICROPILOT-PC-V0_1/EXTRACTED/INPUT_REVIEW_ARTIFACTS/INQUISITOR_COMMIT_MATRIX_REVIEW_D7906A4_DIRTY_CLEANUP_20260531_0235(1).zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0085,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-STAGE3-FIRST-REAL-USE-GHOST-EVOLVE-MICROPILOT-PC-V0_1/EXTRACTED/INPUT_REVIEW_ARTIFACTS/SPECULUM_TECHNICAL_REDTEAM_REVIEW_d7906a4_20260531_0041.zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0086,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-STAGE3-FIRST-REAL-USE-GHOST-EVOLVE-MICROPILOT-PC-V0_1/TASKPACK.zip,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.zip,ADMINISTRATUM,False,False,count=1
LBL-0087,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/__pycache__/astronomicon_bootstrap_preflight_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0088,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/__pycache__/astronomicon_bootstrap_repair_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0089,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/__pycache__/astronomicon_owner_launcher_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0090,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/__pycache__/astronomicon_task_entry_lib_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0091,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/__pycache__/astronomicon_task_entry_lib_v0_1.cpython-314.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0092,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/__pycache__/astronomicon_task_entry_tui_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0093,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/__pycache__/astronomicon_task_id_resolver_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0094,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/__pycache__/astronomicon_taskpack_intake_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0095,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/__pycache__/astronomicon_taskpack_language_gate_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0096,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/__pycache__/run_astronomicon_bootstrap_preflight_fixtures_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0097,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/__pycache__/run_stage2_1_resolver_hardening_fixtures_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0098,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/__pycache__/run_stage2_fixtures_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0099,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/astronomicon_task_entry_tui_v0_1.py,CYRILLIC_IN_CANONICAL_ARTIFACT,ASTRONOMICON,True,False,count=1; signatures=CYRILLIC_RE; lines=44
LBL-0100,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/INQUISITION/TOOLS/__pycache__/inquisition_mojibake_filter_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0101,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/INQUISITION/TOOLS/__pycache__/run_language_encoding_fixtures_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0102,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/MECHANICUS/REPORTS/TASK-NEWGEN-MATRIX-SPINE-HEAD-TAXONOMY-AND-COMBINED-REVIEW-ADJUDICATION-VM3-V0_1/COMBINED_REVIEW_ADJUDICATION_RECEIPT.json,CYRILLIC_IN_CANONICAL_ARTIFACT,MECHANICUS,True,False,count=1; signatures=CYRILLIC_RE; lines=47
LBL-0103,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/MECHANICUS/TOOLS/__pycache__/check_external_finalization_semantics_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
LBL-0104,SAFE_BINARY_OR_PDF_IGNORED,WARN,IMPERIUM_NEW_GENERATION/ORGANS/MECHANICUS/TOOLS/__pycache__/receipt_producer_inventory_preflight_v0_1.cpython-312.pyc,EXCLUDED_BINARY_EXTENSION_EXCLUDED:.pyc,ADMINISTRATUM,False,False,count=1
